,의료용 물질 및 의약품 제조업,음료 제조업,육상운송 및 파이프라인 운송업,금융업,전문서비스업,종합 건설업,자동차 및 트레일러 제조업,도매 및 상품 중개업,전자부품· 컴퓨터· 영상· 음향 및,보험 및 연금업,의약품 제외,비금속 광물제품 제조업,1차 금속 제조업,소매업; 자동차 제외,금융 및 보험 관련 서비스업,전기장비 제조업,화학물질 및 화학제품 제조업;,식료품 제조업,통신장비 제조업,의복· 의복액세서리 및 모피제품,기타 기계 및 장비 제조업,수상 운송업,항공 운송업,영상·오디오 기록물 제작 및 배급업,창고 및 운송관련 서비스업,펄프· 종이 및 종이제품 제조업,고무 및 플라스틱제품 제조업,우편 및 통신업,금속가공제품 제조업;기계 및,가구 제외,기타 운송장비 제조업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,코크스· 연탄 및 석유정제품 제조업,전기· 가스· 증기 및 공기조절 공급업,정보서비스업,기타 개인 서비스업,건축기술· 엔지니어링 및 기타,출판업,의료· 정밀· 광학기기 및 시계 제조업,목재 및 나무제품 제조업;가구제외,전문직별 공사업,폐기물 수집· 운반· 처리 및 원료 재생업,인쇄 및 기록매체 복제업,창작· 예술 및 여가관련 서비스업,방송업,스포츠 및 오락관련 서비스업,기타 전문· 과학 및 기술 서비스업,교육 서비스업,사업시설 관리 및 조경 서비스업,사업지원 서비스업,환경 정화 및 복원업,과학기술 서비스업,연구개발업,기타 제품 제조업,섬유제품 제조업; 의복제외,자동차 및 부품 판매업
MAD24,0.1402013942680093,0.0,0.0,0.03640588690937258,0.0,0.0,0.042602633617350893,0.048024786986831915,0.042602633617350893,0.0023237800154918666,0.05809450038729667,0.0023237800154918666,0.020914020139426802,0.003098373353989156,0.010844306738962044,0.032532920216886134,0.026336173508907823,0.004647560030983733,0.13632842757552285,0.0,0.027110766847405113,0.0,0.006971340046475601,0.015491866769945779,0.010069713400464756,0.027885360185902403,0.004647560030983733,0.0,0.0,0.006971340046475601,0.05731990704879938,0.011618900077459334,0.003098373353989156,0.004647560030983733,0.041828040278853604,0.0,0.020139426800929512,0.03563129357087529,0.012393493415956624,0.0,0.0,0.0023237800154918666,0.0,0.0,0.0,0.0023237800154918666,0.003098373353989156,0.01471727343144849,0.0,0.0,0.0,0.0,0.069713400464756,0.0,0.01471727343144849,0.0
MAD25,0.0703125,0.0,0.0,0.0046875,0.0,0.0,0.06875,0.0515625,0.0796875,0.0,0.1078125,0.0046875,0.00625,0.034375,0.0,0.01875,0.0296875,0.0046875,0.2765625,0.0,0.01875,0.0,0.0046875,0.0046875,0.0,0.071875,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0140625,0.0765625,0.0,0.0,0.0046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021875,0.0,0.0,0.0
MAD26,0.07920792079207921,0.002284843869002285,0.0,0.017517136329017517,0.0,0.005331302361005331,0.11652703731911652,0.016755521706016754,0.04798172124904798,0.0,0.008377760853008377,0.0,0.013709063214013708,0.053313023610053314,0.0030464584920030465,0.030464584920030464,0.02817974105102818,0.005331302361005331,0.22543792840822544,0.0,0.005331302361005331,0.0,0.02817974105102818,0.007616146230007616,0.0,0.0,0.0,0.00456968773800457,0.0,0.0,0.028941355674028942,0.0,0.009900990099009901,0.008377760853008377,0.20563594821020564,0.0,0.0,0.010662604722010662,0.0030464584920030465,0.0,0.0,0.0,0.0,0.0,0.0030464584920030465,0.00456968773800457,0.002284843869002285,0.002284843869002285,0.0,0.002284843869002285,0.0,0.0,0.017517136329017517,0.0,0.002284843869002285,0.0
MAD27,0.07937743190661478,0.0,0.0,0.01556420233463035,0.0,0.007782101167315175,0.0357976653696498,0.008560311284046693,0.08093385214007782,0.0,0.06381322957198443,0.03968871595330739,0.023346303501945526,0.013229571984435798,0.0,0.07859922178988327,0.1198443579766537,0.0023346303501945525,0.2723735408560311,0.0,0.0023346303501945525,0.0,0.010116731517509728,0.0,0.0,0.0,0.0,0.0031128404669260703,0.0,0.0,0.004669260700389105,0.0,0.10583657587548638,0.0031128404669260703,0.0178988326848249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011673151750972763,0.0,0.0,0.0
MAD28,0.07604562737642585,0.0,0.0,0.005703422053231939,0.0,0.005703422053231939,0.051330798479087454,0.013307984790874524,0.060836501901140684,0.0,0.04752851711026616,0.0,0.07604562737642585,0.03612167300380228,0.0,0.04182509505703422,0.09125475285171103,0.0,0.17680608365019013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015209125475285171,0.0,0.12927756653992395,0.0,0.14258555133079848,0.0,0.0076045627376425855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005703422053231939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017110266159695818,0.0,0.0,0.0
MAD29,0.10859375,0.0,0.0,0.0,0.0,0.00234375,0.0203125,0.0265625,0.0921875,0.0,0.02421875,0.01953125,0.0046875,0.00234375,0.01015625,0.05078125,0.0390625,0.00703125,0.265625,0.00625,0.084375,0.00234375,0.00234375,0.01015625,0.00234375,0.01796875,0.01015625,0.0140625,0.00234375,0.01171875,0.01171875,0.0171875,0.00234375,0.0,0.003125,0.0,0.0,0.05546875,0.0125,0.0,0.00546875,0.00234375,0.00234375,0.0,0.0,0.0,0.00625,0.0046875,0.0,0.0,0.0,0.0,0.03203125,0.0,0.00703125,0.0
MAD30,0.09792027729636049,0.005199306759098787,0.0,0.0025996533795493936,0.0,0.0025996533795493936,0.01993067590987868,0.038128249566724434,0.09965337954939342,0.0,0.02079722703639515,0.012131715771230503,0.004332755632582322,0.0,0.0025996533795493936,0.0684575389948007,0.036395147313691506,0.0,0.28596187175043325,0.0,0.1265164644714038,0.0,0.0,0.00779896013864818,0.0,0.010398613518197574,0.0025996533795493936,0.006065857885615251,0.0,0.0,0.01386481802426343,0.00779896013864818,0.0034662045060658577,0.0034662045060658577,0.016464471403812825,0.0,0.0,0.04679376083188908,0.014731369150779897,0.0,0.0034662045060658577,0.005199306759098787,0.006932409012131715,0.0,0.0,0.0025996533795493936,0.0025996533795493936,0.0,0.0,0.0,0.0,0.0,0.018197573656845753,0.0,0.004332755632582322,0.0
MAD31,0.0944206008583691,0.003218884120171674,0.0,0.0,0.004291845493562232,0.0,0.015021459227467811,0.030042918454935622,0.0536480686695279,0.0,0.05472103004291846,0.017167381974248927,0.03648068669527897,0.0,0.003218884120171674,0.048283261802575105,0.032188841201716736,0.0,0.2478540772532189,0.0,0.10622317596566523,0.0,0.00536480686695279,0.003218884120171674,0.0,0.028969957081545063,0.0075107296137339056,0.01072961373390558,0.0075107296137339056,0.004291845493562232,0.0075107296137339056,0.006437768240343348,0.0,0.0,0.009656652360515022,0.0,0.003218884120171674,0.07832618025751073,0.02145922746781116,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.003218884120171674,0.0,0.0,0.0,0.0,0.0,0.0,0.045064377682403435,0.0,0.006437768240343348,0.0
MAD32,0.11700844390832328,0.008926417370325694,0.0009650180940892642,0.006272617611580217,0.0048250904704463205,0.0016887816646562123,0.05669481302774427,0.047044632086851626,0.054523522316043425,0.0,0.055006031363088057,0.013027744270205066,0.016164053075995177,0.0036188178528347406,0.0009650180940892642,0.03522316043425814,0.016164053075995177,0.01037394451145959,0.16670687575392037,0.004101326899879373,0.061037394451145956,0.0,0.004583835946924005,0.015681544028950542,0.0014475271411338963,0.021712907117008445,0.007237635705669481,0.009650180940892641,0.0021712907117008443,0.007237635705669481,0.01785283474065139,0.013027744270205066,0.0007237635705669482,0.0,0.013510253317249699,0.0,0.004101326899879373,0.08443908323281062,0.018094089264173704,0.0,0.0033775633293124246,0.0028950542822677927,0.0014475271411338963,0.0007237635705669482,0.0036188178528347406,0.0,0.0007237635705669482,0.012303980699638117,0.0,0.0,0.0026537997587454767,0.0,0.05548854041013269,0.0024125452352231603,0.012545235223160435,0.0
MAD33,0.04892450442851118,0.0,0.0,0.008013496415014762,0.003374103753690426,0.022775200337410376,0.034162800506115566,0.008435259384226065,0.116828342471531,0.0,0.010965837199493884,0.0025305778152678194,0.016448755799240825,0.0025305778152678194,0.0063264445381695485,0.03500632644453817,0.016448755799240825,0.0,0.3513285533530156,0.0,0.07591733445803459,0.0,0.12020244622522143,0.008435259384226065,0.0,0.0012652889076339097,0.0,0.004639392661324336,0.0,0.0,0.01940109658371995,0.0,0.010544074230282582,0.01180936313791649,0.017714044706874738,0.0,0.003795866722901729,0.005061155630535639,0.003374103753690426,0.0,0.0,0.0,0.0,0.0,0.0,0.0012652889076339097,0.0,0.001687051876845213,0.0,0.0,0.0,0.0,0.029101644875579924,0.0,0.001687051876845213,0.0
MAD34,0.025495750708215296,0.0,0.0,0.025495750708215296,0.0,0.0,0.08781869688385269,0.025495750708215296,0.04815864022662889,0.0,0.0084985835694051,0.0,0.0,0.019830028328611898,0.0,0.0226628895184136,0.056657223796033995,0.0,0.23512747875354106,0.0,0.0113314447592068,0.0,0.0,0.0,0.0,0.0,0.0,0.17280453257790368,0.0,0.0,0.0,0.0,0.0,0.056657223796033995,0.20396600566572237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD35,0.07382697145357103,0.0010937329104232746,0.0004374931641693099,0.022093404790550147,0.0,0.029093295417259104,0.06595209449852346,0.025265230230777643,0.05731160450617959,0.0039374384775237884,0.023843377447227386,0.004703051514820081,0.020452805424915236,0.02449961719348135,0.010609209231105764,0.03117138794706333,0.029968281745597725,0.008421743410259214,0.21601224980859673,0.0013124794925079295,0.03970250464836487,0.0032811987312698237,0.07142075905063984,0.016296620365306793,0.0,0.007218637208793613,0.003062452149185169,0.007218637208793613,0.0009843596193809471,0.002187465820846549,0.05260855299135951,0.004046811768566116,0.012796675051952313,0.008202996828174559,0.05501476539429071,0.00032811987312698237,0.006343650880454993,0.01771847314885705,0.004156185059608444,0.0,0.0004374931641693099,0.0,0.0,0.0,0.004156185059608444,0.0013124794925079295,0.0008749863283386198,0.0019687192387618942,0.0,0.002624958985015859,0.00032811987312698237,0.0,0.02242152466367713,0.0,0.0032811987312698237,0.0
MAD36,0.24535315985130113,0.0,0.0013940520446096654,0.0055762081784386614,0.0,0.0,0.015799256505576207,0.03671003717472119,0.06691449814126393,0.0,0.032063197026022304,0.0013940520446096654,0.013940520446096654,0.0013940520446096654,0.0027881040892193307,0.03438661710037175,0.013940520446096654,0.007899628252788104,0.24860594795539034,0.0013940520446096654,0.015799256505576207,0.006505576208178439,0.02973977695167286,0.004182156133828996,0.0,0.02462825278810409,0.0055762081784386614,0.0,0.0,0.0027881040892193307,0.04275092936802974,0.004182156133828996,0.0013940520446096654,0.0023234200743494425,0.023698884758364312,0.0,0.010223048327137546,0.009758364312267658,0.01254646840148699,0.0,0.0032527881040892194,0.0,0.0,0.0013940520446096654,0.0,0.0,0.0013940520446096654,0.006505576208178439,0.0,0.0,0.0,0.0,0.05390334572490706,0.0,0.007899628252788104,0.0
MAD37,0.2291132752434649,0.0010251153254741158,0.0023065094823167607,0.014351614556637622,0.0,0.006406970784213224,0.03818554587391081,0.04715530497180933,0.02716555612506407,0.0,0.04818042029728344,0.01230138390568939,0.025115325474115838,0.014351614556637622,0.005125576627370579,0.034085084572014354,0.023577652485904665,0.01204510507432086,0.11558175294720656,0.009226037929267043,0.02178370066632496,0.0007688364941055869,0.019477191184008202,0.011276268580215274,0.0,0.021527421834956432,0.004100461301896463,0.0038441824705279346,0.0,0.006406970784213224,0.034085084572014354,0.0046130189646335215,0.005381855458739108,0.0025627883136852894,0.06150691952844695,0.0,0.0023065094823167607,0.026140440799589954,0.013326499231163505,0.0,0.0028190671450538185,0.0,0.0007688364941055869,0.0,0.0025627883136852894,0.009738595592004101,0.005125576627370579,0.009226037929267043,0.0,0.0,0.0017939518195797027,0.0,0.05304971809328549,0.0010251153254741158,0.009482316760635571,0.0
MAD38,0.1697380106571936,0.0021092362344582592,0.0005550621669626998,0.015985790408525755,0.0003330373001776199,0.0038854351687388987,0.039409413854351684,0.05117673179396092,0.04218472468916518,0.0018872113676731794,0.03230461811722913,0.008325932504440497,0.020981349911190054,0.012877442273534635,0.0042184724689165185,0.03718916518650089,0.02331261101243339,0.017317939609236235,0.1897202486678508,0.006438721136767318,0.023534635879218474,0.0024422735346358794,0.023978685612788632,0.009880106571936057,0.0019982238010657193,0.016651865008880995,0.005661634103019538,0.006438721136767318,0.0003330373001776199,0.003552397868561279,0.03252664298401421,0.009103019538188277,0.007881882770870338,0.003996447602131439,0.052952930728241566,0.0,0.004662522202486678,0.03263765541740675,0.012655417406749556,0.0,0.002886323268206039,0.0,0.0008880994671403197,0.0009991119005328597,0.006438721136767318,0.003441385435168739,0.0024422735346358794,0.004107460035523979,0.0,0.0019982238010657193,0.0003330373001776199,0.0,0.03607904085257549,0.0003330373001776199,0.009214031971580817,0.0
MAD39,0.012622720897615708,0.0,0.0,0.004207573632538569,0.0,0.030855539971949508,0.10799438990182328,0.008415147265077139,0.009817671809256662,0.014025245441795231,0.004207573632538569,0.0,0.021037868162692847,0.033660589060308554,0.016830294530154277,0.0,0.0,0.0,0.13604488078541374,0.0,0.08976157082748948,0.004207573632538569,0.051893408134642355,0.0,0.0,0.0,0.0,0.011220196353436185,0.0,0.0,0.11781206171107994,0.0,0.008415147265077139,0.2903225806451613,0.009817671809256662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004207573632538569,0.0,0.0,0.0,0.0,0.0,0.0,0.012622720897615708,0.0,0.0,0.0
MAD41,0.2948363218225592,0.004419849796974379,0.0024794279348880665,0.01872147759531424,0.0003952711200546193,0.0045995184879082975,0.02845952064393259,0.056128499047755936,0.021703977864817276,0.0008983434546695893,0.05045096841424413,0.01128319379065004,0.021272773006575874,0.003701175033238708,0.0038089762477990586,0.02565668906536347,0.013259549390923138,0.021955514032124764,0.07183154263538036,0.010348916597793668,0.03905997340903374,0.0014373495274713427,0.016242049660426174,0.012612742103561033,0.001760753171152395,0.02202738150849833,0.009019368284882676,0.004312048582414028,0.002084156814833447,0.007761687448345251,0.02062596571921377,0.01257680836537425,0.002443494196701283,0.0015810844802184771,0.01257680836537425,0.0001437349527471343,0.0071867476373567146,0.03420891875381796,0.020661899457400552,0.0001437349527471343,0.003090301484063387,0.001760753171152395,0.0021200905530202306,0.002263825505767365,0.003916777462359409,0.0020482230766466635,0.004635452226095081,0.008228826044773438,0.0002874699054942686,0.0003593373818678357,0.001257680836537425,0.0,0.0629918430414316,0.00150921700384491,0.010851988932408638,0.0
MAD42,0.265409383624655,0.004047838086476541,0.0015639374425022998,0.014075436982520699,0.000827966881324747,0.0027598896044158236,0.029162833486660534,0.05206991720331187,0.028334866605335785,0.0009199632014719411,0.054461821527138916,0.016467341306347746,0.03449862005519779,0.0025758969641214353,0.0029438822447102114,0.025574977000919964,0.018491260349586015,0.021435142594296228,0.0766329346826127,0.008923643054277829,0.03771849126034959,0.0011959521619135235,0.017847286108555658,0.013155473781048758,0.0027598896044158236,0.023735050597976082,0.008923643054277829,0.0045078196872125114,0.0028518859245630175,0.008831646734130635,0.025666973321067158,0.012419503219871205,0.0035878564857405705,0.0,0.014811407543698252,0.0,0.005151793928242871,0.03219871205151794,0.01895124195032199,0.0,0.0028518859245630175,0.0020239190432382705,0.002483900643974241,0.002667893284268629,0.0019319227230910764,0.004231830726770929,0.004967801287948482,0.00827966881324747,0.0,0.0003679852805887764,0.00045998160073597056,0.0,0.06108555657773689,0.001655933762649494,0.011499540018399264,0.0
MAD43,0.07368968806915094,0.002601832846694227,0.0017056459772773265,0.02867797982134081,0.002601832846694227,0.010840970194559279,0.055823769188517246,0.031742360729669565,0.05750050591194241,0.006360035847474777,0.0318579977450782,0.005897487785840248,0.015697724841721834,0.023965771443439046,0.007285131970743835,0.04055968315457778,0.03596311179208465,0.011072244225376542,0.2558179873377468,0.00375820300078055,0.022925038304761353,0.00300656240062444,0.016998641265068948,0.01549536006475673,0.0009829146309733746,0.006620219132144199,0.0025151050851377524,0.010580786909889856,0.0010407331386776907,0.0010696423925298489,0.03032580729091382,0.008123500332456419,0.00870168540949958,0.006967130178370097,0.07952935734728686,0.0008961868694169003,0.004625480616345292,0.03003671475239224,0.005463848978057876,0.00017345552311294845,0.001156370154086323,0.0016767367234251684,0.0006070943308953196,0.00028909253852158075,0.004047295539302131,0.0052614842010927695,0.0017345552311294845,0.0016189182157208522,0.0,0.003064380908328756,0.0002601832846694227,0.0,0.01760573559596427,0.0006360035847474777,0.0025440143389899106,0.0
MAD44,0.026823529411764704,0.0,0.0,0.208,0.0032941176470588237,0.0018823529411764706,0.03670588235294118,0.011764705882352941,0.08611764705882353,0.0,0.015529411764705882,0.0,0.015529411764705882,0.0032941176470588237,0.09364705882352942,0.01411764705882353,0.028705882352941175,0.002823529411764706,0.3755294117647059,0.0,0.0,0.001411764705882353,0.004705882352941176,0.0051764705882352945,0.0,0.0,0.0,0.006588235294117647,0.0,0.0,0.0051764705882352945,0.0,0.017411764705882352,0.011294117647058824,0.016941176470588234,0.0,0.0,0.001411764705882353,0.001411764705882353,0.0,0.001411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032941176470588237,0.0,0.0,0.0
MAD45,0.05452946350043975,0.0,0.0,0.15303430079155672,0.0,0.003518029903254178,0.09674582233948989,0.029023746701846966,0.025505716798592787,0.002638522427440633,0.013192612137203167,0.0,0.03869832893579595,0.032541776605101144,0.026385224274406333,0.024626209322779244,0.032541776605101144,0.002638522427440633,0.1917326297273527,0.0,0.002638522427440633,0.0,0.016710642040457344,0.014072119613016711,0.0,0.002638522427440633,0.0,0.007036059806508356,0.0,0.0,0.0316622691292876,0.002638522427440633,0.024626209322779244,0.020228671943711522,0.1284080914687775,0.0,0.0,0.007036059806508356,0.006156552330694811,0.0,0.0,0.0,0.0,0.0,0.0,0.002638522427440633,0.0,0.0,0.0,0.0,0.0,0.0,0.006156552330694811,0.0,0.0,0.0
MAD46,0.05908776779543884,0.001612531674729325,0.000691085003455425,0.10331720801658605,0.0003455425017277125,0.009444828380557475,0.059663671964985024,0.029831835982492512,0.05793595945634646,0.0012669891730016124,0.029255931812946327,0.002994701681640175,0.015549412577747062,0.024648698456576825,0.04803040774015204,0.0230361667818475,0.03363280350149735,0.01059663671964985,0.2373876986869385,0.0018428933425478,0.00783229670582815,0.00230361667818475,0.019350380096751902,0.007601935038009675,0.0003455425017277125,0.0027643400138217,0.0009214466712739,0.017737848422022577,0.0,0.000691085003455425,0.0331720801658604,0.0046072333563695,0.017853029255931813,0.014512785072563926,0.06715042616908547,0.0017277125086385626,0.0046072333563695,0.0202718267680258,0.002073255010366275,0.0,0.0,0.0003455425017277125,0.0003455425017277125,0.0,0.0009214466712739,0.0048375950241879755,0.0003455425017277125,0.0009214466712739,0.0,0.000691085003455425,0.0,0.0,0.014167242570836213,0.0003455425017277125,0.00138217000691085,0.0
MAD47,0.036894273127753306,0.0,0.0,0.04515418502202643,0.0,0.006057268722466961,0.040748898678414094,0.012665198237885462,0.05341409691629956,0.0,0.019823788546255508,0.0,0.011563876651982379,0.007709251101321586,0.00881057268722467,0.030837004405286344,0.024229074889867842,0.0022026431718061676,0.3634361233480176,0.0,0.003854625550660793,0.0,0.009361233480176211,0.003303964757709251,0.0,0.0022026431718061676,0.0,0.14427312775330398,0.0,0.0,0.011563876651982379,0.0,0.012114537444933921,0.021475770925110133,0.10462555066079295,0.0,0.010462555066079295,0.006607929515418502,0.0016519823788546256,0.0,0.0,0.0,0.0,0.0,0.0,0.003303964757709251,0.0,0.0,0.0,0.0,0.0,0.0,0.0016519823788546256,0.0,0.0,0.0
MAD48,0.050673000791765635,0.0,0.0,0.12351543942992874,0.0,0.0023752969121140144,0.05304829770387965,0.034045922406967535,0.04671417260490895,0.0055423594615993665,0.03642121931908155,0.0,0.04433887569279493,0.04196357878068092,0.040380047505938245,0.030878859857482184,0.09263657957244656,0.0,0.15914489311163896,0.0,0.003167062549485352,0.003167062549485352,0.011876484560570071,0.0,0.0,0.00791765637371338,0.0,0.02058590657165479,0.0,0.0,0.01979414093428345,0.0023752969121140144,0.028503562945368172,0.0023752969121140144,0.09422011084718923,0.0,0.007125890736342043,0.011876484560570071,0.0023752969121140144,0.0,0.0,0.0,0.0,0.0,0.003167062549485352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01979414093428345,0.0,0.0,0.0
MAD40,0.23972602739726026,0.0,0.0,0.10273972602739725,0.0,0.0,0.05136986301369863,0.02054794520547945,0.04794520547945205,0.0,0.023972602739726026,0.0,0.0,0.010273972602739725,0.03424657534246575,0.0,0.02054794520547945,0.0,0.2465753424657534,0.010273972602739725,0.0,0.0,0.010273972602739725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0,0.0,0.0,0.11986301369863013,0.0,0.0,0.0,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
